DATE,OPEN,HIGH,LOW,CLOSE,NO.OFSHARES,NO.OFTRADES
15-09-2020,149.60,149.60,146.55,148.30,2031221,11147
14-09-2020,147.50,151.00,145.50,148.40,5280050,30831
11-09-2020,143.00,146.70,141.70,144.30,3077106,14728
10-09-2020,142.60,144.25,138.00,143.25,4233177,23203
09-09-2020,141.00,141.70,135.75,140.25,3186166,17118
08-09-2020,149.50,149.70,141.20,142.25,3355452,17215
07-09-2020,150.00,152.00,148.10,149.35,3850308,19326
04-09-2020,147.40,153.60,146.00,147.75,5149109,25634
03-09-2020,151.60,155.15,149.70,151.75,6791110,38547
02-09-2020,145.45,151.80,141.50,150.40,3021832,16075
01-09-2020,144.00,145.10,140.40,143.80,2247315,15151
31-08-2020,145.00,147.90,138.25,143.20,6422588,25952
28-08-2020,143.25,146.15,137.00,142.70,7010665,37567
27-08-2020,139.85,146.80,139.35,144.35,8473638,35991
26-08-2020,129.80,139.00,128.40,137.85,9507010,37866
25-08-2020,121.55,128.30,121.40,127.05,4641160,19752
24-08-2020,121.50,122.95,120.80,121.20,2362543,12857
21-08-2020,123.95,124.30,120.20,120.95,2204272,11964
20-08-2020,123.70,125.65,121.25,121.70,2741368,13946
19-08-2020,127.30,127.60,124.75,125.15,4228289,17531
18-08-2020,124.00,127.50,123.60,125.60,3056734,13502
17-08-2020,124.75,126.30,120.70,123.50,3380248,13582
14-08-2020,131.85,132.60,123.75,124.55,4055261,20939
13-08-2020,126.55,131.80,124.35,131.10,5537095,24751
12-08-2020,121.35,126.35,120.65,125.30,2389349,9967
11-08-2020,124.75,125.75,121.45,122.30,2149180,9873
10-08-2020,119.95,124.65,119.55,123.80,5372280,24745
07-08-2020,117.00,119.70,116.25,119.10,2591596,10243
06-08-2020,115.60,117.70,115.50,116.80,3698124,16540
05-08-2020,112.00,117.65,111.95,115.50,4145395,15392
04-08-2020,113.05,115.10,110.80,111.40,5067642,18248
03-08-2020,103.40,114.40,103.00,113.05,15667312,78394
31-07-2020,103.90,105.40,102.35,104.70,2420006,12499
30-07-2020,106.15,106.75,103.00,103.70,2137259,12112
29-07-2020,107.10,108.65,104.85,105.80,3050391,14678
28-07-2020,102.50,107.20,102.20,106.50,2764547,10496
27-07-2020,104.15,104.60,101.35,101.70,2034349,12760
24-07-2020,104.90,105.50,102.80,103.75,3587146,10761
23-07-2020,105.10,106.45,104.65,106.05,3201397,13306
22-07-2020,108.60,109.75,104.35,105.15,3915097,15600
21-07-2020,106.00,109.70,105.55,108.50,3236032,12137
20-07-2020,106.45,106.45,103.80,105.00,2543174,12201
17-07-2020,103.50,106.85,103.30,106.40,3180286,14231
16-07-2020,104.00,104.00,100.65,103.00,2300058,8452
15-07-2020,106.65,106.85,102.50,103.20,2461474,8920
14-07-2020,106.45,107.55,104.10,105.15,2206560,8882
13-07-2020,109.00,112.10,106.85,107.95,3355503,14079
10-07-2020,106.85,108.60,105.50,107.55,4122223,17566
09-07-2020,106.50,108.90,104.60,107.00,4152629,18241
08-07-2020,109.80,110.90,104.40,105.45,2788387,13066
07-07-2020,110.00,112.60,108.05,109.05,4132270,16110
06-07-2020,104.20,109.80,104.20,109.00,4458844,18143
03-07-2020,102.70,106.35,102.10,103.45,3868211,15647
02-07-2020,101.00,102.95,100.45,101.55,1870677,7657
01-07-2020,98.75,101.40,98.20,100.70,3065502,12550
30-06-2020,101.50,102.15,97.35,98.25,3423499,18595
29-06-2020,101.00,101.30,98.05,99.50,3522342,19204
26-06-2020,105.65,106.00,100.45,101.55,4535729,18818
25-06-2020,104.00,106.20,101.60,103.85,3238756,10015
24-06-2020,104.95,110.80,104.20,104.75,5491674,19897
23-06-2020,102.80,106.00,101.85,104.35,4984804,22797
22-06-2020,103.80,104.90,101.00,102.65,3421333,12202
19-06-2020,96.40,103.80,95.60,102.45,11479377,46586
18-06-2020,94.80,97.20,94.05,96.40,7932391,21316
17-06-2020,92.80,96.40,92.00,95.45,8478385,28962
16-06-2020,101.25,103.50,92.00,94.75,10845171,36817
15-06-2020,104.85,104.85,100.05,100.45,4006860,19926
12-06-2020,99.10,106.20,98.20,105.25,5932333,19805
11-06-2020,111.00,111.10,105.00,106.05,3840042,13801
10-06-2020,110.90,113.00,108.45,111.50,4370354,15270
09-06-2020,117.50,117.75,110.35,111.45,4317176,15921
08-06-2020,114.80,119.05,113.05,115.50,7798382,28422
05-06-2020,100.90,112.40,99.60,110.70,8649199,30701
04-06-2020,99.30,101.30,96.75,98.50,3361121,12273
03-06-2020,100.00,101.45,97.50,98.80,4711300,18657
02-06-2020,89.40,97.30,89.40,96.50,6287956,22353
01-06-2020,89.00,91.15,88.05,89.60,3930444,12672
29-05-2020,85.80,87.45,84.65,86.90,3186012,10120
28-05-2020,85.65,88.05,84.55,86.85,3387527,12632
27-05-2020,84.25,86.00,84.00,84.60,2244804,8033
26-05-2020,83.85,85.65,82.65,83.10,1625707,6650
22-05-2020,83.45,83.90,82.00,82.75,1374618,5393
21-05-2020,83.20,85.15,83.00,84.05,2046339,6909
20-05-2020,81.80,84.40,80.80,83.45,1649338,6060
19-05-2020,83.00,85.60,81.55,81.80,2737879,10024
18-05-2020,84.70,84.70,79.60,80.65,2070292,9627
15-05-2020,85.00,85.35,82.90,84.40,1864129,7103
14-05-2020,84.40,85.30,82.65,83.80,2830820,11151
13-05-2020,94.10,94.10,86.30,87.25,3496462,15139
12-05-2020,86.10,87.70,83.55,86.15,3908399,14991
11-05-2020,81.85,90.45,81.55,86.10,7627363,27661
08-05-2020,84.70,84.85,80.55,81.05,1883318,8899
07-05-2020,83.25,84.65,82.15,82.50,1732595,6482
06-05-2020,81.80,84.00,80.40,83.10,2542246,10248
05-05-2020,86.30,86.75,80.40,80.95,2836210,13051
04-05-2020,87.45,87.45,81.50,83.90,3997604,20348
30-04-2020,85.95,93.75,85.95,93.10,7718772,36866
29-04-2020,77.70,79.30,76.75,78.15,2109471,6804
28-04-2020,75.90,78.10,75.30,76.95,1861672,6326
27-04-2020,76.00,76.15,74.80,75.25,1233681,5475
24-04-2020,75.30,76.90,74.00,74.15,2248898,7640
23-04-2020,76.55,78.65,75.30,75.65,3975655,10837
22-04-2020,74.75,76.65,72.60,75.90,2633362,10519
21-04-2020,78.80,78.80,74.00,74.75,2869173,15260
20-04-2020,77.00,83.35,75.45,80.50,7046533,26200
17-04-2020,78.00,78.25,74.75,76.85,3789325,12650
16-04-2020,72.00,75.40,71.10,74.65,2529141,11293
15-04-2020,75.00,78.65,71.95,72.85,5393926,22739
13-04-2020,75.00,77.60,72.75,74.30,3731307,14846
09-04-2020,69.55,76.20,69.20,74.60,8287109,23545
08-04-2020,67.05,71.55,65.45,67.60,4414992,14017
07-04-2020,68.95,69.00,66.95,67.35,1972661,9531
03-04-2020,68.00,68.00,64.80,65.30,1899909,10261
01-04-2020,71.10,71.60,67.60,67.95,2648532,11058
31-03-2020,71.45,71.45,68.20,71.05,2418642,11894
30-03-2020,70.65,70.65,67.40,68.15,2142665,9691
27-03-2020,71.05,75.85,69.40,70.65,2962238,14899
26-03-2020,71.70,73.50,68.30,70.80,2888342,13500
25-03-2020,68.90,71.70,67.10,70.20,2611383,10399
24-03-2020,70.00,71.20,63.60,68.60,2487156,13989
23-03-2020,71.00,72.10,69.70,69.70,1526872,10619
20-03-2020,74.30,79.55,72.70,77.40,4843183,19573
19-03-2020,70.60,76.50,68.80,72.95,5387940,21996
18-03-2020,80.00,80.50,75.10,75.50,3815807,18983
17-03-2020,82.70,84.80,77.50,77.90,5206037,20913
16-03-2020,86.75,87.65,82.20,82.95,3827222,20470
13-03-2020,82.20,94.20,78.00,89.75,10613571,36905
12-03-2020,92.70,94.90,85.75,88.00,8037400,32447
11-03-2020,105.20,106.50,97.75,99.00,5742651,21699
09-03-2020,110.00,110.20,104.35,105.80,3906384,22659
06-03-2020,114.30,117.25,112.95,114.25,4170651,20453
05-03-2020,128.00,129.80,124.30,125.65,4052208,17431
04-03-2020,130.50,130.50,120.55,126.30,3369295,18596
03-03-2020,126.75,131.30,125.25,130.40,3144747,17496
02-03-2020,133.50,133.80,123.80,125.20,4629842,24339
28-02-2020,139.00,139.50,127.05,129.00,4047465,26654
27-02-2020,144.70,146.70,141.10,145.00,1913144,11496
26-02-2020,147.65,147.95,143.80,144.50,1794832,12007
25-02-2020,152.00,153.40,147.45,149.85,2097229,11607
24-02-2020,154.40,155.80,149.55,150.60,1867741,11322
20-02-2020,158.60,162.15,156.00,158.45,2082091,12644
19-02-2020,163.00,164.10,153.00,158.05,3419137,23284
18-02-2020,168.40,168.40,158.60,161.60,2139569,13154
17-02-2020,170.95,171.20,166.45,169.10,1189932,6748
14-02-2020,170.30,176.10,168.40,169.10,2121007,12307
13-02-2020,171.05,172.25,168.20,169.45,979457,5482
12-02-2020,172.00,173.30,169.00,170.80,1353331,8371
11-02-2020,172.05,175.15,168.65,169.70,1780317,9436
10-02-2020,174.00,174.00,168.05,168.95,1441020,8758
07-02-2020,178.00,178.10,172.90,173.60,1696538,10839
06-02-2020,182.70,183.20,175.80,178.85,2456672,14245
05-02-2020,167.20,185.00,166.65,183.75,3949446,24709
04-02-2020,166.70,168.50,161.30,165.70,2074475,13428
03-02-2020,164.00,168.15,159.60,163.85,2751952,16246
01-02-2020,176.00,178.75,163.70,165.75,2610193,18868
31-01-2020,186.90,188.30,176.00,176.60,3091501,17957
30-01-2020,191.05,192.50,184.35,186.20,3017661,17307
29-01-2020,178.15,188.80,178.15,188.05,2478539,16722
28-01-2020,183.45,184.30,174.85,176.10,1602770,10869
27-01-2020,185.90,186.90,180.95,182.25,1295555,8242
24-01-2020,188.40,190.95,185.15,186.45,964477,6153
23-01-2020,186.10,190.35,183.90,188.40,1612956,8280
22-01-2020,192.10,192.60,184.25,185.55,1480430,10484
21-01-2020,195.80,196.50,190.10,191.45,874312,6414
20-01-2020,198.20,201.45,194.30,195.05,1343246,8097
17-01-2020,198.15,199.45,195.85,197.25,804157,5203
16-01-2020,199.95,200.60,196.90,197.50,1103669,7989
15-01-2020,195.00,201.80,194.00,200.30,1850446,10489
14-01-2020,196.00,198.10,193.70,195.75,1383757,7870
13-01-2020,194.70,197.80,191.60,196.25,1413069,9047
10-01-2020,192.55,199.00,190.00,196.40,2505329,16721
09-01-2020,185.45,192.80,184.40,192.05,1797437,11234
08-01-2020,180.45,184.05,180.30,182.60,988610,5869
07-01-2020,187.50,189.40,182.30,184.75,1825796,11518
06-01-2020,191.00,191.00,185.00,185.60,1703112,10437
03-01-2020,193.70,195.60,189.40,191.05,2105309,11907
02-01-2020,187.40,194.60,184.80,193.85,2638338,15688
01-01-2020,185.85,186.70,183.75,184.40,1461450,6612
31-12-2019,184.10,187.90,181.55,185.10,2633656,15875
30-12-2019,177.50,184.25,176.45,183.60,1976823,12408
27-12-2019,175.50,176.95,174.95,176.10,500007,3120
26-12-2019,176.00,176.35,174.10,174.60,714360,4196
24-12-2019,177.65,177.90,174.70,175.50,1055882,7250
23-12-2019,176.65,178.95,174.30,176.05,1364591,9461
20-12-2019,180.50,181.65,174.90,176.00,1491242,9407
19-12-2019,174.05,179.95,174.05,179.15,2665639,14676
18-12-2019,181.45,184.50,170.50,174.70,3471732,21146
17-12-2019,176.10,181.20,175.40,180.20,2120189,12470
16-12-2019,177.80,178.70,173.30,174.90,1320147,9892
13-12-2019,177.00,183.90,175.50,176.65,4955131,27819
12-12-2019,163.55,174.95,162.70,173.35,3442273,18441
11-12-2019,160.80,162.90,157.45,161.75,1178921,6302
10-12-2019,162.20,163.25,159.00,159.65,1436571,9507
09-12-2019,162.50,166.40,159.85,160.55,2056906,9946
06-12-2019,167.90,168.00,160.05,161.50,1772914,7647
05-12-2019,170.60,172.20,165.30,166.10,2307039,13310
04-12-2019,158.60,170.40,157.90,169.40,3793325,18416
03-12-2019,162.70,162.95,157.45,158.15,1348314,6733
02-12-2019,161.00,163.05,158.95,161.00,1001550,5833
29-11-2019,164.55,167.70,160.80,161.45,1435477,6297
28-11-2019,166.35,166.35,163.55,164.80,1143389,4681
27-11-2019,165.80,169.25,165.00,165.75,1995979,12514
26-11-2019,166.30,167.25,162.55,163.80,2047761,6865
25-11-2019,161.75,166.40,160.00,166.05,2141645,8040
22-11-2019,165.20,165.20,160.60,162.30,1461271,6121
21-11-2019,167.95,170.10,163.05,164.20,1608999,9503
20-11-2019,168.00,170.20,166.40,167.25,1505118,5770
19-11-2019,171.00,171.85,167.15,167.75,1268625,8187
18-11-2019,171.70,171.90,169.35,170.05,1302130,4694
15-11-2019,169.00,173.35,167.45,168.60,1442484,7564
14-11-2019,170.90,170.90,165.50,167.00,1620900,6417
13-11-2019,171.50,176.00,169.40,170.60,1729899,8063
11-11-2019,169.90,172.90,169.25,172.00,1379747,5976
08-11-2019,171.45,178.75,167.85,169.15,2074457,10331
07-11-2019,175.00,175.00,167.80,171.45,2145274,10985
06-11-2019,172.10,176.40,170.50,174.35,1721329,8649
05-11-2019,172.95,175.70,169.95,172.00,2451232,12488
04-11-2019,172.00,178.35,171.00,172.15,3159469,12693
01-11-2019,175.10,178.00,172.50,174.90,2471566,12721
31-10-2019,170.85,179.50,169.05,177.70,4722799,24992
30-10-2019,174.40,175.50,166.60,171.85,5665026,26826
29-10-2019,151.50,175.45,151.50,172.55,9419500,46387
27-10-2019,139.60,150.35,139.60,147.95,1959921,14750
25-10-2019,132.80,133.00,125.85,126.95,2627744,11448
24-10-2019,133.50,135.10,130.70,133.45,2177527,8956
23-10-2019,130.15,133.85,127.35,132.65,2853041,10353
22-10-2019,133.40,135.60,129.85,131.90,2916864,15208
18-10-2019,140.00,141.80,135.55,136.70,4141592,17772
17-10-2019,126.95,143.80,125.15,138.15,4292640,19247
16-10-2019,127.50,128.25,124.50,125.80,2004725,7446
15-10-2019,127.50,128.95,123.75,126.95,3220165,12353
14-10-2019,122.55,130.05,122.55,127.80,3791400,15748
11-10-2019,117.70,122.15,117.25,121.35,2862153,9968
10-10-2019,120.00,120.00,116.25,116.90,1853365,10365
09-10-2019,118.90,121.60,115.50,120.85,2691452,11301
07-10-2019,120.50,120.50,116.00,117.45,2006001,8344
04-10-2019,124.95,124.95,118.65,119.55,2314731,8827
03-10-2019,112.00,123.50,112.00,122.45,3386018,14015
01-10-2019,118.40,119.80,113.05,115.35,3384596,10709
30-09-2019,120.35,120.80,116.45,117.45,2246672,7645
27-09-2019,122.50,122.50,118.25,119.90,3069634,11676
26-09-2019,123.95,127.20,122.90,124.50,2647017,11287
25-09-2019,129.95,129.95,121.50,123.00,3338250,13877
24-09-2019,128.80,132.15,128.00,130.85,3455586,13644
23-09-2019,135.00,138.45,126.45,127.85,7273047,20005
20-09-2019,125.00,137.80,122.70,133.40,6461166,25221
19-09-2019,123.50,125.25,121.30,124.25,3022513,13058
18-09-2019,122.90,125.55,120.50,121.85,3958456,12645
17-09-2019,128.75,130.45,121.40,121.95,3235096,10642
16-09-2019,128.20,130.35,126.70,128.55,2678417,9584
13-09-2019,129.30,131.00,125.50,129.55,4657739,17214
12-09-2019,134.55,135.30,126.80,127.95,3956061,19275
11-09-2019,124.50,135.00,124.50,134.35,5801021,23361
09-09-2019,119.40,122.50,117.30,121.90,3770270,15014
06-09-2019,118.60,122.20,116.65,121.10,4378366,14912
05-09-2019,110.00,119.20,109.50,118.05,5909050,21931
04-09-2019,112.20,113.00,106.00,109.50,4774455,18200
03-09-2019,111.65,115.15,111.40,112.65,2167576,9768
30-08-2019,115.00,117.10,112.05,116.75,3112120,11632
29-08-2019,116.35,118.45,112.10,114.35,4019911,14537
28-08-2019,120.75,124.05,114.75,116.35,4908228,19394
27-08-2019,112.30,121.40,111.75,120.30,4260357,20506
26-08-2019,115.65,115.65,106.90,110.50,3503995,14969
23-08-2019,109.50,111.65,107.70,111.15,2780239,10484
22-08-2019,112.20,114.00,106.20,107.65,2938664,14948
21-08-2019,123.50,123.50,109.55,112.30,4689886,22169
20-08-2019,119.95,124.80,119.10,123.80,2273178,10296
19-08-2019,121.50,122.40,120.00,120.75,1765704,6903
16-08-2019,120.00,122.40,117.40,121.20,2166532,9229
14-08-2019,122.30,123.80,118.60,120.85,1927978,8040
13-08-2019,124.00,126.35,121.00,122.00,2602763,12670
09-08-2019,124.65,126.50,120.70,122.05,3331629,12142
08-08-2019,117.65,124.95,116.95,123.95,2522247,13244
07-08-2019,122.55,123.80,116.40,117.40,3204358,13123
06-08-2019,122.35,126.50,121.85,122.55,2524258,11121
05-08-2019,127.95,128.00,122.40,123.75,2667848,13360
02-08-2019,128.90,133.20,126.80,130.60,2561175,13441
01-08-2019,135.80,136.25,127.60,129.50,2930418,14978
31-07-2019,134.45,136.30,132.50,135.60,1498182,7578
30-07-2019,138.40,139.70,132.60,133.45,1969623,10308
29-07-2019,148.50,148.50,136.95,137.60,2455452,12669
26-07-2019,138.15,150.05,138.15,147.20,4307935,19812
25-07-2019,151.70,152.55,143.75,144.35,2065053,14566
24-07-2019,156.60,157.50,150.40,151.25,995479,7242
23-07-2019,157.05,159.00,154.80,156.20,730430,4503
22-07-2019,155.05,159.25,155.05,156.70,1221780,6425
19-07-2019,162.00,162.50,153.90,154.80,1378105,8832
18-07-2019,167.70,167.70,160.10,160.80,1133938,6529
17-07-2019,170.00,172.40,166.30,167.85,1413456,7396
16-07-2019,160.20,170.90,159.35,169.85,2071726,13395
15-07-2019,159.50,162.60,157.80,160.95,1010589,5584
12-07-2019,156.40,162.70,153.95,159.30,1654697,8407
11-07-2019,153.35,157.65,150.40,156.90,1818655,8137
10-07-2019,156.05,156.30,149.15,151.40,2137778,14359
09-07-2019,154.00,157.15,152.65,155.75,1212001,6203
08-07-2019,159.60,159.60,153.50,154.65,1027817,6208
05-07-2019,165.85,166.90,159.60,160.15,1081086,5579
04-07-2019,162.70,167.80,162.10,165.20,1482509,7852
03-07-2019,163.70,165.00,161.75,162.35,941947,5683
02-07-2019,167.00,167.25,161.35,163.70,950852,6380
01-07-2019,163.75,169.35,163.25,167.85,1376245,7960
28-06-2019,165.65,166.80,161.40,162.60,1067539,5489
27-06-2019,162.00,167.90,161.10,165.85,1512713,9350
26-06-2019,160.40,162.20,158.80,161.10,1060473,6655
25-06-2019,158.40,160.90,156.80,160.50,1126088,7231
24-06-2019,159.30,160.15,156.30,159.25,1048423,5806
21-06-2019,154.90,160.75,154.55,159.00,1313159,10067
20-06-2019,153.00,159.90,152.10,159.15,1359471,7693
19-06-2019,159.60,163.70,152.50,154.65,1719082,12971
18-06-2019,159.00,160.95,156.80,158.30,1082680,7123
17-06-2019,164.05,164.10,158.00,158.85,996593,5964
14-06-2019,167.40,167.65,163.25,164.10,905868,4584
13-06-2019,166.00,168.80,164.50,167.40,955719,5860
12-06-2019,171.00,172.00,168.15,169.00,796511,4308
11-06-2019,167.90,171.85,165.80,170.65,1180007,7326
10-06-2019,170.50,172.00,163.55,166.15,1539964,9578
07-06-2019,170.50,171.70,167.25,169.40,1083012,7498
06-06-2019,174.10,175.70,169.00,169.80,1274390,7217
04-06-2019,174.00,177.00,172.55,173.40,962279,5520
03-06-2019,170.00,175.10,168.60,174.55,1562623,7514
31-05-2019,176.50,177.60,170.10,172.50,1392833,7463
30-05-2019,176.65,178.60,173.30,175.05,1247352,7485
29-05-2019,180.40,180.40,175.45,176.30,1136419,6722
28-05-2019,181.70,185.40,180.00,180.75,1372157,7971
27-05-2019,182.05,183.55,179.30,181.35,1116689,6153
24-05-2019,178.00,183.40,175.50,182.15,1780051,10074
23-05-2019,183.75,183.75,173.30,175.00,2016592,11579
22-05-2019,177.30,180.40,174.90,179.45,1627939,11242
21-05-2019,186.60,186.90,174.10,176.60,4238136,36958
20-05-2019,182.00,191.95,179.35,190.00,2433787,14491
17-05-2019,175.25,177.65,170.20,176.70,1197191,7741
16-05-2019,175.05,177.40,172.80,175.50,1540688,10237
15-05-2019,185.95,186.00,167.50,169.60,2235133,18940
14-05-2019,178.50,185.80,177.90,184.35,1487628,7624
13-05-2019,186.40,186.90,179.30,180.25,1239156,6035
10-05-2019,188.00,190.45,184.40,186.00,1990534,11455
09-05-2019,183.60,189.90,182.50,185.80,1884560,11102
08-05-2019,190.50,190.90,184.25,185.55,1431240,9663
07-05-2019,201.70,202.80,189.35,190.90,1661163,11205
06-05-2019,205.00,205.00,198.25,200.10,1876338,11497
03-05-2019,204.90,213.70,203.20,209.50,2125057,13912
02-05-2019,212.90,212.90,205.95,207.15,1508324,8444
30-04-2019,215.55,218.60,210.35,214.20,1304285,7757
26-04-2019,222.00,222.10,214.05,215.40,1818247,11636
25-04-2019,224.25,225.85,220.25,221.70,1626877,9669
24-04-2019,233.00,233.05,217.95,223.70,3204172,19724
23-04-2019,235.20,235.75,230.35,231.40,1214691,6659
22-04-2019,235.90,239.10,231.75,234.65,1869644,11289
18-04-2019,232.00,239.30,230.45,235.90,2879775,16563
16-04-2019,234.55,234.55,225.70,230.55,2618949,19734
15-04-2019,216.00,232.50,216.00,231.05,3973896,25580
12-04-2019,219.00,219.25,215.05,215.85,1246873,8621
11-04-2019,216.60,219.25,213.30,218.20,2539043,14509
10-04-2019,206.40,216.85,205.75,215.65,4318623,25408
09-04-2019,200.40,207.55,198.05,206.00,1955605,12735
08-04-2019,206.50,207.10,198.50,200.65,1540837,7789
05-04-2019,208.00,209.50,202.45,205.75,2604595,12383
04-04-2019,202.35,206.70,201.30,206.10,2517557,21276
03-04-2019,205.30,208.80,199.00,201.10,5047368,30720
02-04-2019,188.75,204.00,185.25,202.80,6793194,39281
01-04-2019,176.00,189.65,176.00,187.15,2926691,15984
29-03-2019,171.00,177.10,171.00,174.30,1293953,7866
28-03-2019,169.70,171.45,167.50,170.60,952719,5957
27-03-2019,174.00,175.00,169.00,169.90,911314,5707
26-03-2019,171.70,173.60,171.70,173.10,744501,4063
25-03-2019,174.40,174.40,171.00,171.35,1416422,5605
22-03-2019,180.25,182.00,174.90,175.40,972209,6033
20-03-2019,183.40,183.55,179.30,179.85,661218,3482
19-03-2019,182.00,184.50,180.90,182.80,883855,5748
18-03-2019,180.55,184.65,179.65,182.30,875468,5384
15-03-2019,180.00,181.80,177.55,180.20,865686,5533
14-03-2019,181.00,182.30,177.65,179.70,1026593,6483
13-03-2019,184.75,184.75,180.45,181.60,854216,4590
12-03-2019,184.00,186.00,183.80,184.75,1099984,6388
11-03-2019,181.65,184.45,180.95,182.15,1067848,6467
08-03-2019,188.30,188.30,180.50,181.65,1771451,10455
07-03-2019,191.90,193.40,187.90,189.20,1599345,9875
06-03-2019,195.25,198.30,184.75,188.55,1918813,11144
05-03-2019,183.95,198.00,181.50,194.00,4662031,25787
01-03-2019,179.20,184.00,177.35,180.10,2069035,10087
28-02-2019,179.15,181.50,176.55,177.85,1093755,7203
27-02-2019,183.35,186.05,176.20,177.20,1506034,10299
26-02-2019,173.55,183.35,172.65,182.70,1906259,11664
25-02-2019,175.45,177.55,173.75,175.55,1240408,7711
22-02-2019,170.00,175.25,168.00,174.55,1467268,7014
21-02-2019,166.00,170.60,165.20,169.70,1026534,7059
20-02-2019,165.00,166.50,163.85,164.85,970839,5142
19-02-2019,164.80,165.80,161.10,163.50,1129885,6844
18-02-2019,162.30,163.45,159.20,163.00,1406407,7397
15-02-2019,160.00,161.65,153.35,161.10,1704337,11922
14-02-2019,155.80,160.95,153.60,159.65,1945041,8871
13-02-2019,152.05,156.25,151.60,154.75,1643731,8776
12-02-2019,153.60,154.20,150.75,151.45,1557397,7513
11-02-2019,150.50,153.10,145.80,152.45,2158217,14501
08-02-2019,164.65,164.65,141.90,151.30,8155068,70352
07-02-2019,179.45,184.95,179.00,182.90,1391764,7382
06-02-2019,177.00,179.30,171.90,178.20,991057,4492
05-02-2019,180.00,181.00,174.40,175.55,1183820,5987
04-02-2019,181.00,183.60,178.20,180.30,956049,5340
01-02-2019,182.00,185.90,179.60,181.75,1322530,7017
31-01-2019,175.30,183.50,175.30,181.25,952156,6645
30-01-2019,174.50,176.70,173.15,174.30,789934,3432
29-01-2019,171.60,174.80,170.95,173.45,727422,3138
28-01-2019,174.30,175.25,169.55,171.95,840853,4106
25-01-2019,176.30,178.85,172.00,173.20,1099193,7386
24-01-2019,179.70,180.25,173.75,175.35,1713994,7917
23-01-2019,182.00,182.70,178.60,180.25,802066,4733
22-01-2019,181.40,182.65,176.05,180.45,1382085,5199
21-01-2019,183.30,184.85,180.40,181.40,976947,4069
18-01-2019,185.50,185.60,181.40,183.10,678382,3139
17-01-2019,186.30,187.35,183.40,184.80,923301,4969
16-01-2019,185.50,187.30,184.10,185.30,1125134,5678
15-01-2019,183.20,185.80,181.45,185.40,987729,5540
14-01-2019,180.55,187.40,177.55,182.30,1394079,7819
11-01-2019,186.30,187.55,179.45,180.30,1675130,9570
10-01-2019,183.65,186.80,183.40,185.55,1395744,7747
09-01-2019,181.90,183.90,180.30,183.10,1704199,8755
08-01-2019,176.30,180.50,176.10,179.35,2812302,8457
07-01-2019,173.00,178.30,173.00,175.25,1718423,9266
04-01-2019,168.10,171.90,168.10,170.75,1587545,8288
03-01-2019,169.30,170.10,165.40,166.20,737133,4484
02-01-2019,171.00,171.70,168.00,168.55,966921,5689
01-01-2019,173.70,174.30,171.35,173.60,508944,3321
31-12-2018,172.60,173.90,171.90,172.60,536131,3719
28-12-2018,169.90,172.15,169.20,170.80,984514,4837
27-12-2018,173.00,173.30,168.05,168.80,1137412,5665
26-12-2018,172.00,172.15,167.70,170.90,1321451,6363
24-12-2018,176.50,178.00,171.45,172.30,1471189,6777
21-12-2018,177.30,180.45,175.10,175.90,2535465,13292
20-12-2018,173.60,177.30,171.90,175.95,1802609,8469
19-12-2018,176.00,176.40,172.50,173.65,1074104,5711
18-12-2018,174.00,177.60,173.20,174.40,1719778,9016
17-12-2018,167.40,175.90,167.30,173.75,2385851,13208
14-12-2018,166.80,168.35,164.80,166.90,1259628,6423
13-12-2018,166.70,167.95,165.65,166.45,1422425,8203
12-12-2018,159.90,167.00,158.00,163.90,2100354,10638
11-12-2018,155.20,159.60,154.70,158.20,1253737,7333
10-12-2018,160.55,160.55,156.10,156.85,1341719,8514
07-12-2018,162.60,164.20,160.75,162.45,1796914,8056
06-12-2018,168.95,168.95,161.40,162.40,2258828,13511
05-12-2018,173.75,173.75,168.70,169.20,1552579,8752
04-12-2018,177.80,178.80,175.15,175.70,1126357,6511
03-12-2018,173.70,176.45,170.20,175.40,1611389,9286
30-11-2018,173.50,175.00,170.50,171.95,1337665,9001
29-11-2018,177.00,179.25,173.65,177.30,1002480,5666
28-11-2018,181.30,181.30,173.85,174.35,1014498,6719
27-11-2018,182.30,184.40,178.90,180.00,1052579,4933
26-11-2018,184.45,184.55,177.10,181.70,936014,6449
22-11-2018,185.00,186.00,181.60,182.25,626743,4507
21-11-2018,184.85,186.75,183.70,184.15,646958,4435
20-11-2018,184.30,188.40,182.90,183.30,1444305,8525
19-11-2018,180.65,184.95,179.10,184.30,1118238,7245
16-11-2018,180.80,181.90,178.15,179.40,1319503,6511
15-11-2018,178.00,182.80,177.10,179.95,1540327,9401
14-11-2018,180.10,183.15,176.20,176.80,1547882,10259
13-11-2018,181.00,182.95,178.45,179.80,1749642,12364
12-11-2018,194.40,194.85,185.25,185.95,1911213,11320
09-11-2018,192.90,200.75,192.00,195.40,1528586,9644
07-11-2018,196.50,196.50,193.60,195.10,509220,4885
06-11-2018,192.00,199.30,191.30,192.85,2610427,16871
05-11-2018,191.40,191.75,186.70,189.65,1542612,9177
02-11-2018,181.50,191.40,181.00,190.00,5190143,19464
01-11-2018,179.20,186.05,177.40,178.75,3369177,21329
31-10-2018,178.40,179.70,173.50,178.65,1554149,9577
30-10-2018,177.70,181.45,176.00,177.30,1554415,11433
29-10-2018,169.10,176.45,167.95,175.35,1362233,8637
