DATE,OPEN,HIGH,LOW,CLOSE,NO.OFSHARES,NO.OFTRADES
26-10-2018,166.10,172.80,165.80,168.85,2124217,12249
25-10-2018,168.30,169.50,164.55,165.40,1519716,10994
24-10-2018,172.55,175.10,169.10,170.55,1729054,10089
23-10-2018,170.00,175.70,169.80,170.65,1582606,9711
22-10-2018,176.80,176.95,170.00,170.55,1638539,11094
19-10-2018,179.25,180.00,174.25,174.80,1322998,9971
17-10-2018,188.40,188.80,177.95,179.20,1972906,12236
16-10-2018,184.60,187.20,184.60,185.50,1269499,8334
15-10-2018,185.70,186.35,182.80,184.30,1182544,7587
12-10-2018,186.00,188.20,182.75,183.40,1773056,13799
11-10-2018,184.75,187.75,178.10,182.75,2259913,15715
10-10-2018,186.00,190.80,185.00,188.75,5564134,26657
09-10-2018,205.80,206.00,170.65,184.25,13254155,89561
08-10-2018,216.55,218.95,208.15,212.75,1342852,11702
05-10-2018,223.25,226.45,215.00,216.55,1078206,9060
04-10-2018,225.00,230.65,221.60,223.25,1034983,8517
03-10-2018,230.00,232.75,226.00,227.55,732631,8110
01-10-2018,224.30,230.50,220.05,229.25,818192,7290
28-09-2018,228.00,230.60,219.65,223.45,987322,11148
27-09-2018,235.10,236.80,223.50,225.55,1699432,13014
26-09-2018,242.00,244.00,229.80,233.30,3202783,14587
25-09-2018,240.00,243.40,235.40,240.90,1033377,10521
24-09-2018,251.80,251.80,239.35,240.25,897977,9341
21-09-2018,254.75,257.70,229.05,250.20,1552086,13144
19-09-2018,252.40,255.15,251.15,252.70,631766,6981
18-09-2018,258.20,259.65,250.70,251.45,1038105,9168
17-09-2018,264.70,264.70,259.50,260.20,684453,6583
14-09-2018,265.15,269.30,263.35,266.45,707305,5298
12-09-2018,269.80,269.80,259.00,262.65,1366439,9666
11-09-2018,277.40,278.85,266.00,267.20,726352,6076
10-09-2018,276.30,282.00,272.00,275.55,2087453,15295
07-09-2018,270.80,279.95,269.20,277.50,2165591,16437
06-09-2018,271.00,272.00,264.05,269.95,1168857,9239
05-09-2018,260.00,270.65,255.45,265.55,1120294,8330
04-09-2018,270.60,271.05,260.65,262.05,1025120,7728
03-09-2018,271.70,273.00,265.45,266.70,1083047,9935
31-08-2018,259.00,268.20,258.20,267.10,834884,7278
30-08-2018,261.85,263.00,259.10,259.65,370471,3657
29-08-2018,260.50,263.70,260.50,261.60,407775,3955
28-08-2018,261.00,263.20,259.30,260.30,699602,6903
27-08-2018,257.90,259.50,256.65,258.90,630305,5101
24-08-2018,256.35,258.60,255.05,255.60,713958,5853
23-08-2018,269.70,269.70,256.40,257.40,1408104,14135
21-08-2018,271.05,274.60,266.90,269.05,1457193,11800
20-08-2018,262.00,271.90,259.45,269.55,1787015,14182
17-08-2018,253.60,258.95,253.40,257.35,706164,6790
16-08-2018,247.50,252.75,245.00,251.15,687994,6316
14-08-2018,248.70,249.90,247.50,248.70,477144,5124
13-08-2018,249.55,249.55,243.25,248.55,1566376,7737
10-08-2018,261.35,261.35,249.90,250.25,953312,9775
09-08-2018,257.00,260.50,255.00,257.50,586850,5472
08-08-2018,253.05,258.40,252.10,255.00,879631,8016
07-08-2018,255.00,255.95,251.00,251.85,1220335,9144
06-08-2018,260.95,261.85,253.15,254.70,842806,7176
03-08-2018,262.60,263.80,257.70,258.75,743398,6025
02-08-2018,264.50,266.10,258.90,260.95,1001648,9457
01-08-2018,248.00,267.30,248.00,264.95,3249106,26148
31-07-2018,268.60,270.50,262.50,264.15,764757,8666
30-07-2018,269.35,271.70,266.25,267.30,589717,5213
27-07-2018,259.65,269.10,258.65,267.70,1121941,8615
26-07-2018,258.15,262.95,257.50,258.50,1161859,6138
25-07-2018,259.50,261.75,256.10,257.30,557669,4955
24-07-2018,259.30,263.75,257.70,259.20,688105,6240
23-07-2018,255.30,259.30,251.35,258.25,559578,8254
20-07-2018,252.45,254.00,251.20,253.40,410202,4273
19-07-2018,253.80,257.75,251.35,252.45,638977,13421
18-07-2018,259.90,259.90,247.55,251.95,803100,7119
17-07-2018,254.40,259.00,252.30,257.60,1429516,7543
16-07-2018,261.15,261.80,250.75,251.55,1599394,9636
13-07-2018,267.80,269.30,263.30,264.15,636806,5390
12-07-2018,269.95,271.90,265.50,266.50,714458,5956
11-07-2018,277.00,277.10,267.20,267.85,701287,5861
10-07-2018,276.80,276.90,273.20,275.40,464022,4946
09-07-2018,273.50,276.90,272.40,273.35,767978,6612
06-07-2018,261.60,273.00,261.60,271.15,1277833,11810
05-07-2018,264.00,264.00,252.55,261.50,1464421,14244
04-07-2018,269.60,271.40,265.80,267.00,776527,5727
03-07-2018,268.10,272.00,267.55,269.50,1812909,9089
02-07-2018,276.00,277.00,266.10,267.25,1208787,10440
29-06-2018,265.00,270.50,263.00,269.30,1674053,8555
28-06-2018,271.20,272.45,262.50,263.90,1266377,10980
27-06-2018,279.00,279.50,270.10,271.20,1308895,12960
26-06-2018,289.70,289.70,275.40,277.35,2005780,20990
25-06-2018,308.15,308.15,288.00,289.85,1375019,13498
22-06-2018,308.45,308.90,303.20,308.15,400433,3809
21-06-2018,306.20,308.55,305.55,306.55,299929,3010
20-06-2018,304.70,308.30,304.00,305.60,427023,3688
19-06-2018,309.00,312.65,303.45,304.65,834498,6508
18-06-2018,303.55,310.80,302.05,308.75,681093,5931
15-06-2018,306.00,307.75,300.75,303.20,470004,3921
14-06-2018,308.45,309.70,303.90,305.75,464091,5216
13-06-2018,308.20,311.00,307.00,308.15,519926,4176
12-06-2018,310.00,313.50,307.10,308.00,497309,4568
11-06-2018,311.80,313.90,307.05,309.85,1007575,7948
08-06-2018,306.80,315.00,302.60,310.05,1468816,14878
07-06-2018,297.00,306.45,295.60,305.30,1363470,12244
06-06-2018,286.05,296.70,285.55,295.50,1272388,11073
05-06-2018,286.00,288.30,283.70,285.35,526276,5156
04-06-2018,291.60,294.80,286.10,286.65,791666,7402
01-06-2018,286.65,290.50,283.40,287.20,1259799,11171
31-05-2018,290.80,291.15,282.00,282.90,1137096,10795
30-05-2018,290.90,292.40,286.25,288.95,777993,7258
29-05-2018,296.30,300.20,293.00,294.60,575018,6050
28-05-2018,294.90,300.00,290.45,296.20,648033,6576
25-05-2018,288.65,296.90,286.25,294.20,1120841,10481
24-05-2018,301.50,307.60,284.70,288.95,3260752,31672
23-05-2018,310.50,317.00,305.65,309.25,1179567,10984
22-05-2018,296.00,312.50,296.00,307.75,1238907,12998
21-05-2018,304.20,307.35,295.10,296.55,759795,8523
18-05-2018,315.00,315.10,304.00,305.25,716253,7745
17-05-2018,312.00,319.35,309.60,315.15,1151045,6357
16-05-2018,310.70,315.40,306.80,310.40,749847,10166
15-05-2018,323.95,324.00,305.75,310.25,1299902,14302
14-05-2018,332.50,333.90,323.15,324.15,684086,6720
11-05-2018,335.40,335.40,330.00,330.75,484582,4403
10-05-2018,343.10,344.30,332.50,333.35,782878,11808
09-05-2018,332.10,346.75,331.10,341.35,999911,10054
08-05-2018,339.20,339.20,330.30,332.10,354371,5242
07-05-2018,337.50,337.50,333.90,335.05,243640,2500
04-05-2018,335.70,337.50,329.50,334.25,474047,4903
03-05-2018,335.00,335.50,329.45,333.45,1062017,14909
02-05-2018,349.75,352.00,335.10,336.00,1159632,10603
30-04-2018,338.95,342.70,337.40,340.20,436277,4508
27-04-2018,332.15,337.55,331.35,336.80,512142,5134
26-04-2018,328.25,335.65,326.10,330.30,686464,7664
25-04-2018,330.55,333.95,327.90,328.65,478076,9155
24-04-2018,334.00,335.50,330.85,331.55,450969,7658
23-04-2018,337.00,339.65,333.00,333.50,1076670,5430
20-04-2018,336.00,343.00,334.80,336.25,802632,7239
19-04-2018,336.00,337.00,332.50,334.85,387920,5809
18-04-2018,338.00,339.95,334.10,335.50,399398,4362
17-04-2018,341.40,344.30,333.10,336.90,701127,8335
16-04-2018,351.50,352.50,337.90,338.95,1281628,13915
13-04-2018,359.00,360.60,354.45,356.65,259261,3473
12-04-2018,359.30,363.95,356.85,358.05,734607,6287
11-04-2018,354.10,357.10,350.70,355.30,373758,4420
10-04-2018,360.95,362.45,352.00,353.40,474398,5644
09-04-2018,363.90,368.40,357.00,358.30,494256,5102
06-04-2018,363.50,368.25,356.60,363.85,653999,7434
05-04-2018,364.80,372.40,360.40,363.60,2198237,15576
04-04-2018,349.85,363.45,346.10,355.70,1476617,16283
03-04-2018,339.35,344.70,337.45,343.35,574172,7207
02-04-2018,335.00,340.00,332.00,338.80,459555,5892
28-03-2018,331.25,333.75,326.15,327.45,494682,5269
27-03-2018,333.90,335.70,330.00,331.05,432538,4140
26-03-2018,330.00,333.70,324.50,332.05,629409,6425
23-03-2018,331.00,335.00,330.10,331.10,496525,6363
22-03-2018,339.80,339.90,335.00,338.20,481307,5298
21-03-2018,340.00,342.30,332.60,333.90,494549,4928
20-03-2018,335.75,340.40,333.40,339.25,366544,4119
19-03-2018,341.90,342.45,332.55,335.75,559922,10756
16-03-2018,352.90,352.90,339.00,340.10,707153,8572
15-03-2018,355.00,358.40,351.30,353.05,2625555,4427
14-03-2018,352.85,354.95,349.80,354.15,269680,2654
13-03-2018,351.95,356.35,350.05,353.75,391607,4395
12-03-2018,344.55,353.05,340.65,352.20,522985,5488
09-03-2018,345.00,348.70,340.65,341.70,487081,5083
08-03-2018,350.55,351.80,341.75,345.90,471093,5578
07-03-2018,345.00,354.90,342.90,348.00,844076,9106
06-03-2018,356.95,358.00,345.00,346.60,786916,8663
05-03-2018,370.85,370.85,351.00,352.15,888581,10578
01-03-2018,367.90,376.25,367.90,370.85,593743,5668
28-02-2018,369.00,373.50,367.05,370.20,357224,3621
27-02-2018,375.00,376.80,370.55,372.85,365754,4653
26-02-2018,362.00,373.50,362.00,372.05,611335,7760
23-02-2018,357.55,364.50,357.55,360.45,486548,4940
22-02-2018,364.00,364.00,357.90,358.55,451987,5950
21-02-2018,370.30,374.00,363.00,364.35,454904,11900
20-02-2018,370.00,370.70,366.50,368.90,228993,3137
19-02-2018,371.95,374.00,363.50,367.75,431513,4662
16-02-2018,377.25,379.40,368.30,370.55,500663,5247
15-02-2018,379.00,382.40,373.85,376.15,585612,5342
14-02-2018,373.90,382.40,371.20,376.85,600577,6371
12-02-2018,372.00,376.25,370.35,372.45,469444,5325
09-02-2018,370.00,373.10,368.50,369.20,614888,9129
08-02-2018,381.00,381.00,372.70,374.85,1041768,9099
07-02-2018,388.00,388.00,375.30,377.50,1890021,13086
06-02-2018,368.00,379.60,357.00,374.45,2009877,24120
05-02-2018,381.65,398.40,380.45,396.05,723112,9191
02-02-2018,391.00,397.25,381.65,384.05,649423,8718
01-02-2018,401.00,403.85,391.05,394.65,551822,6149
31-01-2018,396.20,401.00,395.75,399.25,348600,4579
30-01-2018,399.10,402.20,395.30,396.20,407917,5474
29-01-2018,401.15,406.00,398.05,399.30,335015,4304
25-01-2018,402.25,408.00,399.00,400.20,559942,8787
24-01-2018,417.75,417.75,402.50,403.60,765278,13251
23-01-2018,422.10,422.10,414.75,418.05,365515,5888
22-01-2018,419.00,424.20,418.65,421.55,156097,1759
19-01-2018,419.75,421.90,415.20,418.95,239133,2484
18-01-2018,422.35,427.75,414.80,418.80,439932,4516
17-01-2018,422.85,425.00,410.80,422.75,2714535,5455
16-01-2018,432.00,435.30,420.00,421.80,437771,3680
15-01-2018,438.70,439.90,430.30,431.75,221532,2704
12-01-2018,438.30,440.90,432.15,436.15,338549,3788
11-01-2018,432.55,437.50,432.55,434.45,199587,2551
10-01-2018,438.85,439.40,431.50,432.50,308664,3376
09-01-2018,434.75,443.55,433.35,436.55,611751,7169
08-01-2018,433.70,436.40,431.80,433.70,377823,3678
05-01-2018,432.00,436.30,430.10,430.80,358825,3393
04-01-2018,430.00,433.00,426.05,429.70,430531,4617
03-01-2018,439.50,441.45,432.25,433.20,526955,5064
02-01-2018,429.70,440.20,422.10,438.85,1316818,10506
01-01-2018,432.20,436.45,422.85,425.40,524326,4448
29-12-2017,418.50,432.50,417.40,431.20,552476,5574
28-12-2017,424.00,424.00,416.25,418.40,222704,2654
27-12-2017,425.00,427.95,420.35,422.50,217274,2582
26-12-2017,422.10,424.70,421.30,423.60,177365,1828
22-12-2017,421.00,425.95,420.30,421.90,352495,3190
21-12-2017,422.55,426.10,418.95,420.25,330655,3091
20-12-2017,422.00,427.50,419.30,421.95,710303,6589
19-12-2017,408.90,420.40,408.00,419.25,922779,5653
18-12-2017,401.70,409.60,389.75,405.50,528293,4933
15-12-2017,406.20,409.00,404.05,405.15,325973,3559
14-12-2017,403.35,404.20,398.55,402.80,285975,3260
13-12-2017,406.25,409.70,400.00,401.85,409532,4284
12-12-2017,411.00,415.70,405.55,405.70,1407417,4420
11-12-2017,412.00,415.35,409.30,410.20,368376,3874
08-12-2017,406.75,413.70,406.50,411.05,2497430,8957
07-12-2017,403.00,405.30,397.20,402.15,593359,5478
06-12-2017,402.00,402.70,395.00,396.80,417344,4671
05-12-2017,404.00,405.90,396.80,402.35,638608,6551
04-12-2017,408.00,411.00,402.00,403.40,577311,5813
01-12-2017,409.10,410.50,396.75,399.15,803276,7847
30-11-2017,411.10,412.00,402.95,404.65,677811,7994
29-11-2017,415.95,419.55,412.10,414.25,293079,4941
28-11-2017,418.20,422.00,414.80,415.95,365354,6331
27-11-2017,422.20,424.90,418.00,421.15,389757,3717
24-11-2017,426.00,429.80,424.05,424.95,336043,2990
23-11-2017,428.90,430.85,422.85,426.10,332187,3220
22-11-2017,424.40,432.95,424.40,428.25,775302,5055
21-11-2017,425.40,429.90,422.70,424.25,765624,5305
20-11-2017,421.55,425.35,420.30,422.40,350660,2940
17-11-2017,418.20,423.00,417.05,421.45,498829,4749
16-11-2017,410.10,415.80,410.10,413.50,450604,5482
15-11-2017,413.95,417.55,407.00,408.60,732963,11028
14-11-2017,419.70,422.00,411.25,414.55,516824,7237
13-11-2017,427.00,428.00,416.10,418.20,724312,7851
10-11-2017,440.85,440.85,420.15,422.65,2415046,29795
09-11-2017,443.50,451.25,426.00,440.30,3182360,24735
08-11-2017,451.00,455.50,431.50,438.70,790340,7869
07-11-2017,458.00,465.80,447.00,451.90,692700,10203
06-11-2017,448.05,466.95,443.65,461.55,1122495,13476
03-11-2017,435.10,448.50,432.90,446.90,625153,6197
02-11-2017,436.70,440.30,430.00,434.80,393648,5533
01-11-2017,430.05,439.80,428.80,436.75,418931,4841
31-10-2017,437.15,438.50,427.15,428.55,537759,5318
30-10-2017,430.00,439.90,428.75,435.80,443873,4935
27-10-2017,421.00,434.00,421.00,430.05,472018,6344
26-10-2017,420.55,422.25,417.50,419.35,247939,2905
25-10-2017,420.00,424.25,415.40,422.00,265084,4295
24-10-2017,422.00,428.80,415.00,415.80,449579,4892
23-10-2017,428.20,430.75,420.95,422.30,279220,3551
19-10-2017,433.45,433.45,424.05,427.25,143416,2171
18-10-2017,434.00,437.60,427.30,433.55,297257,3141
17-10-2017,437.40,437.40,430.75,432.00,291426,3153
16-10-2017,426.00,437.95,426.00,436.55,525906,6046
13-10-2017,422.00,428.90,419.20,424.45,457236,4616
12-10-2017,415.50,421.85,409.95,420.30,423345,4186
11-10-2017,421.15,424.90,413.40,415.25,296017,3261
10-10-2017,424.00,429.00,422.10,423.80,246097,2764
09-10-2017,425.10,432.20,423.30,425.90,336362,4843
06-10-2017,422.90,425.90,415.80,424.20,309894,3608
05-10-2017,425.00,426.00,420.30,423.15,353857,4187
04-10-2017,418.00,425.00,412.75,423.40,462809,7483
03-10-2017,428.25,428.25,415.25,416.40,733114,9031
29-09-2017,400.30,404.05,397.95,401.25,431845,3543
28-09-2017,407.40,407.40,399.00,401.10,256563,3154
27-09-2017,411.00,414.30,401.95,403.90,330950,3572
26-09-2017,409.00,413.70,403.85,410.90,345628,5233
25-09-2017,413.00,418.90,404.60,408.20,412851,4271
22-09-2017,414.75,421.60,409.65,411.20,841436,7646
21-09-2017,416.90,418.80,408.90,413.30,388130,4763
20-09-2017,424.40,424.40,413.10,415.50,453886,5947
19-09-2017,415.00,428.20,415.00,423.90,48383244,38746
18-09-2017,411.30,413.90,403.55,405.35,750585,6618
15-09-2017,403.70,406.20,399.55,401.25,741795,6921
14-09-2017,391.45,405.60,391.00,403.90,1398319,10577
13-09-2017,391.55,393.70,387.30,389.80,829294,7540
12-09-2017,378.00,389.00,375.50,387.20,576144,6329
11-09-2017,380.00,380.80,374.30,375.40,273809,3437
08-09-2017,380.00,381.70,374.00,375.05,524053,7258
07-09-2017,384.00,384.80,376.10,378.90,654612,10028
06-09-2017,383.35,386.45,382.50,383.40,270015,2887
05-09-2017,386.00,388.90,383.50,387.40,340022,3426
04-09-2017,393.95,396.05,381.40,384.40,648771,7555
01-09-2017,379.00,392.50,378.90,390.70,536632,6261
31-08-2017,378.00,380.70,376.00,376.60,177033,2522
30-08-2017,379.20,382.75,377.60,378.55,251767,3434
29-08-2017,379.20,382.45,375.00,376.35,278851,3734
28-08-2017,385.70,387.25,378.70,379.20,377373,4277
24-08-2017,382.00,385.60,380.50,384.00,464238,5050
23-08-2017,375.50,381.30,373.20,380.10,468387,4173
22-08-2017,377.35,379.90,372.35,373.35,558419,5293
21-08-2017,382.00,382.85,372.10,374.55,595249,6139
18-08-2017,384.00,384.00,377.25,380.70,574271,6972
17-08-2017,392.00,393.90,384.10,385.05,653997,7300
16-08-2017,380.00,390.10,376.00,389.05,727516,9545
14-08-2017,380.00,381.85,372.60,375.65,589792,9668
11-08-2017,377.90,379.95,357.95,374.40,1122665,16306
10-08-2017,399.90,404.00,376.00,380.90,2401602,33632
09-08-2017,428.50,430.15,415.00,416.75,779946,12866
08-08-2017,432.00,435.35,425.90,430.40,466576,5992
07-08-2017,439.70,440.00,426.00,430.45,412555,5521
04-08-2017,431.00,438.85,431.00,435.10,1340403,4399
03-08-2017,440.50,441.60,430.20,431.85,1841235,13603
02-08-2017,449.85,450.00,435.00,439.50,513133,5203
01-08-2017,445.00,452.25,445.00,446.90,465788,4701
31-07-2017,446.00,449.35,443.75,444.50,240220,3008
28-07-2017,445.00,447.95,442.65,446.30,351885,3702
27-07-2017,461.00,461.00,441.40,445.65,449480,6784
26-07-2017,457.00,458.70,455.00,456.75,769149,3505
25-07-2017,468.00,468.00,454.70,456.15,263910,5163
24-07-2017,461.00,468.00,461.00,463.60,258063,3608
21-07-2017,460.00,465.90,457.55,464.60,327519,3926
20-07-2017,463.00,464.10,457.30,460.20,219538,3947
19-07-2017,454.00,462.80,453.50,460.55,224975,4454
18-07-2017,454.00,459.00,452.10,456.05,144805,2680
17-07-2017,453.05,458.35,453.05,454.30,181617,3457
14-07-2017,459.10,460.00,451.00,451.90,202313,3091
13-07-2017,464.15,465.00,455.55,458.40,256544,3768
12-07-2017,462.00,463.80,456.90,460.95,392673,6722
11-07-2017,451.25,462.25,451.25,456.95,1257434,14959
10-07-2017,441.70,457.50,441.70,446.75,3343876,42562
07-07-2017,433.00,441.30,432.50,436.80,277875,4883
06-07-2017,435.00,438.80,433.85,437.10,279419,5428
05-07-2017,429.90,434.25,427.55,432.05,367800,4708
04-07-2017,438.00,438.00,426.10,427.65,431813,5312
03-07-2017,433.70,434.40,426.65,430.65,537854,5719
30-06-2017,434.90,434.90,428.00,432.50,511744,9531
29-06-2017,445.65,446.20,433.65,435.95,270474,5375
28-06-2017,442.85,446.50,440.35,442.15,291898,3709
27-06-2017,443.15,444.20,434.40,441.55,275699,5626
23-06-2017,453.10,456.55,442.40,443.10,84099998,10317
22-06-2017,460.00,463.20,452.00,452.80,317232,4212
21-06-2017,467.00,467.00,456.00,457.30,1317927,5074
20-06-2017,455.50,470.60,455.50,467.15,691383,12687
19-06-2017,455.00,456.60,450.90,452.30,345728,4660
16-06-2017,455.40,458.30,452.25,455.50,558674,6820
15-06-2017,452.95,457.95,447.00,448.45,395863,5330
14-06-2017,451.00,453.60,447.20,451.60,461638,4156
13-06-2017,457.10,458.55,448.10,449.60,396341,4612
12-06-2017,467.00,467.00,455.10,456.50,321767,5484
09-06-2017,460.90,468.00,455.15,467.20,425755,5248
08-06-2017,458.50,463.50,457.45,460.75,378363,5520
07-06-2017,464.00,464.00,453.60,457.95,456841,8185
06-06-2017,482.65,484.40,457.35,460.90,702667,15182
05-06-2017,478.20,481.40,475.40,478.00,206697,2483
02-06-2017,479.00,485.95,477.50,478.55,375530,5132
01-06-2017,477.00,479.75,473.60,476.40,302586,4707
31-05-2017,480.50,482.70,475.00,476.20,401166,4142
30-05-2017,482.10,486.65,479.60,481.45,289836,3755
29-05-2017,482.00,484.45,472.00,480.40,386808,4446
26-05-2017,475.00,487.00,472.85,480.75,1118826,9857
25-05-2017,470.30,478.00,465.00,475.45,1058632,10006
24-05-2017,469.00,472.95,459.05,469.45,1492844,26218
23-05-2017,450.40,456.45,444.50,450.10,1072302,11508
22-05-2017,443.00,452.00,442.35,448.40,586135,6598
19-05-2017,444.00,445.00,435.00,442.95,334437,3731
18-05-2017,442.00,448.80,436.00,438.20,489585,5449
17-05-2017,437.45,452.00,435.50,449.65,970863,9361
16-05-2017,433.00,439.70,432.30,437.30,377867,3984
15-05-2017,433.60,433.60,430.05,431.85,364038,3288
12-05-2017,428.00,433.80,427.40,430.40,436223,4383
11-05-2017,432.55,434.30,425.70,427.40,931209,6187
10-05-2017,428.00,432.90,424.40,432.05,419054,4994
09-05-2017,424.00,428.55,423.40,426.70,343617,4468
08-05-2017,424.20,428.50,417.10,423.25,512318,8551
05-05-2017,436.70,438.00,418.05,419.75,1413719,14921
04-05-2017,447.00,448.80,435.35,436.50,514416,7050
03-05-2017,452.80,456.35,444.60,446.65,339662,3718
02-05-2017,457.80,457.80,448.90,451.65,381141,4430
28-04-2017,458.90,461.45,454.80,457.80,368672,4785
27-04-2017,453.00,461.30,453.00,455.95,522463,6658
26-04-2017,448.70,454.40,445.60,450.80,903160,6219
25-04-2017,447.80,447.80,443.50,445.60,307085,3811
24-04-2017,440.70,449.00,439.05,445.10,502136,5256
21-04-2017,447.50,447.95,437.00,440.40,689180,7083
20-04-2017,447.90,447.90,442.50,444.00,440999,4589
19-04-2017,445.00,449.10,438.20,443.55,589375,7027
18-04-2017,450.00,455.80,442.50,444.10,428133,5523
17-04-2017,452.90,455.70,447.35,449.50,423227,5779
13-04-2017,469.35,469.35,451.20,452.95,663863,10049
12-04-2017,471.90,471.90,462.05,465.20,381031,4548
11-04-2017,477.00,478.45,471.40,472.75,594211,5202
10-04-2017,470.00,478.15,468.00,475.05,520240,5832
07-04-2017,469.80,480.00,466.55,468.00,552994,6134
06-04-2017,474.40,478.75,470.70,473.05,469170,5412
05-04-2017,473.00,474.95,467.15,473.55,283721,4682
03-04-2017,469.00,472.25,467.75,470.45,396149,3662
31-03-2017,467.00,472.50,464.10,465.95,797627,8555
30-03-2017,464.70,469.70,463.00,468.40,672046,7126
29-03-2017,475.00,475.00,463.75,469.10,504661,5153
28-03-2017,469.90,473.10,468.00,472.40,195210,3307
27-03-2017,470.00,470.00,462.40,465.50,941186,7852
24-03-2017,472.00,474.70,467.65,470.50,313779,4392
23-03-2017,460.70,475.90,460.70,471.80,449713,7483
22-03-2017,471.00,471.00,458.60,459.90,427596,9789
21-03-2017,476.00,477.35,470.70,473.35,206191,3488
20-03-2017,477.40,478.20,471.30,476.05,281741,3270
17-03-2017,482.60,484.30,472.40,476.35,314915,4780
16-03-2017,476.90,481.50,476.15,480.40,1833905,7463
15-03-2017,474.25,476.50,470.65,473.35,476602,5761
14-03-2017,480.00,482.50,468.70,469.65,662834,7584
10-03-2017,472.00,472.00,465.30,468.95,407708,10792
09-03-2017,462.60,469.80,461.50,467.60,338535,5727
08-03-2017,470.00,470.00,461.40,462.65,338660,4489
07-03-2017,470.70,475.80,465.50,467.10,507504,8725
06-03-2017,462.00,472.30,462.00,470.70,489685,6340
03-03-2017,463.00,467.00,458.70,460.10,420227,6121
02-03-2017,458.80,467.90,453.30,461.05,1049729,16849
01-03-2017,457.50,457.50,448.00,449.10,467953,10093
28-02-2017,459.70,459.70,454.10,456.15,252303,3793
27-02-2017,465.00,465.00,455.10,457.30,709474,5460
23-02-2017,464.00,464.90,457.65,462.00,559233,8295
22-02-2017,461.00,466.70,456.65,460.15,653447,11341
21-02-2017,458.00,462.75,454.70,458.95,648219,8022
20-02-2017,452.00,458.25,449.45,455.50,533916,9872
17-02-2017,448.90,456.80,442.75,452.70,926504,14591
16-02-2017,442.00,447.75,436.00,445.90,968146,15786
15-02-2017,449.00,453.25,435.00,436.55,3628635,55437
14-02-2017,503.85,506.40,468.30,486.80,1242271,17605
13-02-2017,512.00,513.00,503.80,505.40,286215,4109
10-02-2017,512.50,514.70,506.60,509.40,345699,7535
09-02-2017,517.70,518.15,506.15,512.80,379479,5409
08-02-2017,510.20,515.00,507.00,513.00,355443,5495
07-02-2017,527.80,527.80,501.95,506.80,726816,13637
06-02-2017,524.50,531.35,523.70,525.30,228656,3103
03-02-2017,534.40,534.40,520.00,522.50,322716,9001
02-02-2017,541.90,541.90,527.05,530.85,1405061,9462
01-02-2017,525.55,544.80,523.00,541.70,308726,5808
31-01-2017,531.50,531.50,518.00,523.60,285965,6317
30-01-2017,542.00,543.20,530.85,532.50,182094,4007
27-01-2017,552.45,553.00,539.90,544.35,575424,4330
25-01-2017,542.10,550.00,541.70,548.00,245448,4806
24-01-2017,533.00,542.85,532.60,541.40,449551,9636
23-01-2017,522.00,534.55,522.00,532.15,263311,4690
20-01-2017,529.00,529.20,521.75,523.15,169627,3494
19-01-2017,523.15,535.00,523.15,530.70,446639,7105
18-01-2017,524.90,529.60,521.50,523.15,1689922,4518
17-01-2017,527.05,530.65,521.00,523.25,398811,4701
16-01-2017,517.20,529.20,517.20,526.55,473428,5189
13-01-2017,520.10,523.50,507.40,514.65,393121,7497
12-01-2017,519.05,524.00,513.25,518.35,378656,6685
11-01-2017,518.20,525.00,517.30,518.90,375665,8520
10-01-2017,505.70,516.55,505.10,515.30,767765,10648
09-01-2017,500.10,504.45,492.55,500.35,391675,6898
06-01-2017,506.00,507.85,496.40,497.80,451099,8707
05-01-2017,496.10,503.20,495.00,501.95,539024,9688
04-01-2017,485.00,493.60,484.60,486.50,414780,9322
03-01-2017,491.00,492.75,479.45,481.25,823203,8357
02-01-2017,474.95,488.50,469.20,487.25,415721,6074
30-12-2016,471.25,475.00,467.55,471.35,354332,5585
29-12-2016,464.90,472.40,459.35,470.75,217985,3336
28-12-2016,467.00,467.85,462.00,463.15,209087,4215
27-12-2016,459.05,467.90,457.60,466.50,232275,3724
26-12-2016,464.25,464.55,455.80,458.30,228994,4278
23-12-2016,466.40,468.30,460.00,466.15,365965,3959
22-12-2016,468.80,472.90,465.25,469.65,389861,7074
21-12-2016,472.80,474.85,467.50,468.75,199870,3117
20-12-2016,472.55,475.00,469.50,472.80,241810,4058
19-12-2016,471.00,478.15,465.80,471.70,342015,6106
16-12-2016,464.05,475.00,464.05,472.50,511544,8767
15-12-2016,469.05,473.20,462.00,463.45,494308,6939
14-12-2016,471.95,476.60,462.80,472.60,590518,7863
13-12-2016,476.80,477.00,461.80,470.35,1421583,15743
12-12-2016,463.50,463.50,451.05,454.55,293796,4176
09-12-2016,462.55,468.40,460.40,464.05,366208,5974
08-12-2016,449.00,464.80,449.00,461.30,789679,10784
07-12-2016,440.00,448.90,439.25,445.25,356657,5047
06-12-2016,440.00,445.80,438.20,441.35,389671,5439
05-12-2016,434.60,441.00,429.00,439.60,564529,7628
02-12-2016,445.00,453.80,431.20,433.05,1248595,14585
01-12-2016,458.00,458.45,446.40,448.15,469966,6520
30-11-2016,460.00,463.90,455.40,459.35,399397,9163
29-11-2016,456.70,465.90,453.35,459.80,431420,6989
28-11-2016,454.80,459.95,451.00,454.80,323531,4243
25-11-2016,454.90,456.00,443.65,453.25,663499,9949
